tweet_id,author_id,created_at,text,lang,source,topic_raw,retweet_count,reply_count,like_count,quote_count
1700000000000014014,900000000000002192,2024-09-06 18:09:00,"@solardesk4890_11 Just read a great thread on extreme weather, worth your time. #GreenTech",en,TweetDeck,Extreme Weather,,,,
1700000000000014105,900000000000002877,2024-08-22 19:12:00,New report shows renewable energy adoption is accelerating faster than expected. #ClimateJustice #Environment,fr,Twitter for iPhone,Climate Policy,4,2,30,3
1700000000000014196,900000000000000959,2024-09-12 12:37:00,"Another heatwave, another reminder about renewable energy adoption. cc @earthzone5574_10",en,Twitter Web App,Climate Denial Debate,3,2,9,6
1700000000000014287,900000000000001096,2024-08-12 23:00:00,"@greenpost1747_45 Another heatwave, another reminder about climate activism. #ClimateJustice cc @carbondaily5068_40",de,Twitter for Android,Climate Policy,29,2,591,8
1700000000000014378,900000000000003562,2024-09-22 22:42:00,"RT @climatereport2804_5: @carbondaily5068_40 Skeptical of the latest claims about flood defenses, needs more data. #ClimateCrisis #ClimateAction cc @earthdaily9939_14",es,Twitter Web App,Renewable Energy,16,3,10,1
1700000000000014469,900000000000001507,2024-09-01 12:22:00,New report shows carbon emissions is accelerating faster than expected. #NetZero,en,Twitter for Android,Extreme Weather,3,3,42,1
1700000000000014560,900000000000002329,2024-09-05 02:21:00,RT @carbonvoice3815_4: Honestly tired of hearing about carbon emissions without any real action. #ClimateAction #Sustainability cc @bluezone5515_2,es,TweetDeck,Youth Climate Movement,,,,
1700000000000014651,900000000000004384,2024-08-14 06:26:00,"RT @leaftalks7887_21: Skeptical of the latest claims about climate policy, needs more data.",es,Twitter for iPhone,Extreme Weather,8,5,10,1
1700000000000014742,900000000000000274,2024-08-11 20:18:00,"RT @climatevoice7963_13: @urbanaction2089_32 Just read a great thread on carbon emissions, worth your time. #NetZero #ClimateJustice",de,Twitter for iPhone,Carbon Emissions,4,2,28,1
1700000000000014833,900000000000003836,2024-08-15 08:36:00,Great panel discussion today on corporate sustainability pledges at the summit. #ClimateCrisis #ClimateCrisis,en,TweetDeck,Corporate Sustainability,8,4,8,1
1700000000000014924,900000000000006439,2024-08-31 18:56:00,New report shows corporate sustainability pledges is accelerating faster than expected. cc @stormdesk635_35,en,Twitter for Android,Youth Climate Movement,3,2,39,1
1700000000000015015,900000000000000959,2024-08-13 20:09:00,"@sunnypost10_12 Just read a great thread on extreme weather, worth your time. #NetZero",fr,TweetDeck,Wildlife & Conservation,3,11,61,1
1700000000000015106,900000000000003014,2024-08-10 18:37:00,@ecovoice6940_30 Op-ed: what we're getting wrong about carbon emissions. cc @wildpost6756_34,es,Twitter for iPhone,Renewable Energy,,,,
1700000000000015197,900000000000003151,2024-09-11 15:36:00,Honestly tired of hearing about the youth climate movement without any real action.,es,Twitter for iPhone,Wildlife & Conservation,3,2,9,1
1700000000000015288,900000000000002329,2024-08-18 15:54:00,@greenpost1747_45 New report shows wildlife conservation is accelerating faster than expected. cc @gridtalks8480_15,es,Twitter for Android,Renewable Energy,,,,
1700000000000015379,900000000000000959,2024-09-18 16:55:00,@windynow4463_29 Honestly tired of hearing about corporate sustainability pledges without any real action. #ClimateCrisis cc @leaftalks7887_21,en,Twitter for Android,Wildlife & Conservation,3,6,8,2
1700000000000015470,900000000000005069,2024-09-28 11:45:00,@futurewatch3165_36 New report shows climate policy is accelerating faster than expected. #RenewableEnergy,en,Twitter for Android,Climate Policy,4,3,12,4
1700000000000015561,900000000000002192,2024-09-23 22:05:00,Small businesses are adapting fast when it comes to wildlife conservation. #GreenTech cc @solardesk4890_11,en,Twitter for iPhone,Wildlife & Conservation,,,,
1700000000000015652,900000000000000959,2024-08-02 21:00:00,@earthdaily9939_14 Small businesses are adapting fast when it comes to extreme weather.,en,Twitter Web App,Youth Climate Movement,3,2,30,1
1700000000000015743,900000000000004521,2024-09-03 19:25:00,@bluedaily2168_17 Kids today deserve better answers on corporate sustainability pledges.,es,Twitter Web App,Climate Policy,,,,
1700000000000015834,900000000000003151,2024-08-17 20:45:00,Honestly tired of hearing about renewable energy adoption without any real action. #GreenTech cc @gridaction6736_18,de,TweetDeck,Climate Policy,6,2,14,1
1700000000000015925,900000000000003973,2024-09-07 22:36:00,@sunnyaction8977_47 New report shows wildlife conservation is accelerating faster than expected. #NetZero,fr,Twitter Web App,Climate Denial Debate,4,4,21,1
1700000000000016016,900000000000002603,2024-09-05 05:43:00,Op-ed: what we're getting wrong about the youth climate movement. #ClimateAction cc @oceanvoice3849_43,de,Twitter Web App,Wildlife & Conservation,6,2,9,3
1700000000000016107,900000000000002192,2024-08-13 16:07:00,Small businesses are adapting fast when it comes to renewable energy adoption. #ClimateJustice cc @ecovoice6940_30,de,Twitter Web App,Wildlife & Conservation,,,,
1700000000000016198,900000000000002329,2024-08-12 02:31:00,@urbandaily8086_8 Local government just announced new funding for climate activism. #ClimateJustice cc @stormreport7669_9,en,Twitter Web App,Climate Activism,,,,
1700000000000016289,900000000000003699,2024-09-18 02:08:00,Honestly tired of hearing about extreme weather without any real action. #Sustainability,es,TweetDeck,Wildlife & Conservation,,,,
1700000000000016380,900000000000002329,2024-09-18 16:12:00,New report shows carbon emissions is accelerating faster than expected. #GreenTech,en,Twitter for Android,Climate Policy,,,,
1700000000000016471,900000000000001370,2024-09-08 16:21:00,@urbandaily8086_8 @polarzone9017_20 Why isn't corporate sustainability pledges getting more attention from policymakers? #COP #ClimateChange,en,Twitter for Android,Extreme Weather,7,2,820,1
1700000000000016562,900000000000006439,2024-09-11 01:24:00,@windyaction3612_1 Local government just announced new funding for extreme weather. #ClimateChange cc @climateaction9563_25,de,Twitter for iPhone,Renewable Energy,3,3,8,26
1700000000000016653,900000000000000274,2024-09-13 20:00:00,"RT @climatetalks6791_44: This graph on corporate sustainability pledges is wild, take a look. #COP",en,TweetDeck,Climate Activism,6,4,10,1
1700000000000016744,900000000000005617,2024-09-08 06:49:00,"My research this year has focused on flood defenses, happy to share findings. #ClimateAction",en,TweetDeck,Climate Policy,5,2,22,1
1700000000000016835,900000000000006165,2024-08-10 02:49:00,Great panel discussion today on extreme weather at the summit. #ClimateAction cc @ecovoice6940_30,en,Twitter Web App,Renewable Energy,,,,
1700000000000016926,900000000000003836,2024-09-24 09:23:00,Honestly tired of hearing about green technology without any real action. #ClimateAction,fr,Twitter for iPhone,Climate Policy,4,5,8,2
1700000000000017017,900000000000005754,2024-08-24 10:11:00,@earthzone5574_10 Great panel discussion today on climate activism at the summit.,en,TweetDeck,Climate Denial Debate,4,3,36,2
1700000000000017108,900000000000003836,2024-08-31 18:43:00,"@polarnow4340_7 Just read a great thread on carbon emissions, worth your time.",en,TweetDeck,Climate Activism,6,5,17,3
1700000000000017199,900000000000006302,2024-09-03 23:36:00,RT @oceanvoice3849_43: Kids today deserve better answers on wildlife conservation. #COP,fr,Twitter Web App,Extreme Weather,,,,
1700000000000017290,900000000000002740,2024-08-10 17:57:00,Why isn't corporate sustainability pledges getting more attention from policymakers? #GreenTech cc @carbondaily5068_40,de,Twitter for Android,Climate Denial Debate,3,4,9,3
1700000000000017381,900000000000000548,2024-08-25 12:52:00,Local government just announced new funding for climate activism. #RenewableEnergy,en,TweetDeck,Climate Denial Debate,,,,
1700000000000017472,900000000000005343,2024-08-02 03:25:00,Small businesses are adapting fast when it comes to wildlife conservation. #ClimateAction,en,Twitter Web App,Youth Climate Movement,5,2,8,1
1700000000000017563,900000000000006028,2024-08-22 17:49:00,"RT @windynow4463_29: @wildreport9325_41 Skeptical of the latest claims about wildlife conservation, needs more data.",es,Twitter for iPhone,Extreme Weather,4,4,22,1
1700000000000017654,900000000000002055,2024-09-17 23:26:00,@solarhub3140_19 Can we talk about how the youth climate movement affects everyday people? #ClimateAction #Sustainability,en,Twitter for Android,Climate Denial Debate,6,2,73,1
1700000000000017745,900000000000004521,2024-09-19 14:29:00,Kids today deserve better answers on carbon emissions.,es,Twitter for Android,Corporate Sustainability,,,,
1700000000000017836,900000000000006439,2024-09-02 05:44:00,"My research this year has focused on carbon emissions, happy to share findings. #NetZero",es,TweetDeck,Green Technology,8,2,12,1
1700000000000017927,900000000000002329,2024-09-08 22:56:00,"RT @carbontalks5181_26: @greenpost1747_45 Another heatwave, another reminder about extreme weather. #GreenTech",fr,Twitter Web App,Carbon Emissions,,,,
1700000000000018018,900000000000004521,2024-08-12 16:34:00,@climatevoice7963_13 Local government just announced new funding for extreme weather. #GreenTech cc @wildreport9325_41,es,Twitter for iPhone,Green Technology,,,,
1700000000000018109,900000000000004932,2024-08-28 00:33:00,Proud to see my city investing in corporate sustainability pledges. cc @oceanaction9933_38,en,Twitter Web App,Climate Activism,4,2,8,1
1700000000000018200,900000000000004247,2024-09-17 17:55:00,RT @oceanvoice3849_43: New report shows green technology is accelerating faster than expected. #Environment #ClimateCrisis,en,TweetDeck,Corporate Sustainability,,,,
1700000000000018291,900000000000001370,2024-08-21 17:03:00,Honestly tired of hearing about carbon emissions without any real action. cc @greenpost1747_45,en,Twitter Web App,Extreme Weather,3,3,28,3
1700000000000018382,900000000000004795,2024-09-17 16:07:00,@windycircle3229_39 Local government just announced new funding for extreme weather. #Sustainability,en,Twitter for iPhone,Carbon Emissions,4,3,8,1
1700000000000018473,900000000000002055,2024-09-23 21:19:00,New report shows climate policy is accelerating faster than expected. cc @stormreport7669_9,en,Twitter for Android,Extreme Weather,5,2,28,1
1700000000000018564,900000000000002740,2024-08-22 11:18:00,Kids today deserve better answers on the youth climate movement. #ClimateAction cc @earthzone5574_10,en,Twitter for iPhone,Climate Policy,8,3,919,2
1700000000000018655,900000000000004110,2024-08-21 12:58:00,Op-ed: what we're getting wrong about flood defenses. #ClimateChange,fr,TweetDeck,Renewable Energy,,,,
1700000000000018746,900000000000001507,2024-08-03 09:57:00,Op-ed: what we're getting wrong about the youth climate movement. cc @windyaction3612_1,es,Twitter for iPhone,Corporate Sustainability,4,2,8,9
1700000000000018837,900000000000003699,2024-09-23 22:56:00,"RT @wildpost6756_34: Skeptical of the latest claims about extreme weather, needs more data.",de,Twitter for iPhone,Wildlife & Conservation,,,,
1700000000000018928,900000000000004795,2024-09-06 07:58:00,"This graph on climate activism is wild, take a look. #ClimateAction #COP",en,Twitter for iPhone,Renewable Energy,4,4,12,1
1700000000000019019,900000000000003836,2024-09-13 09:38:00,"My research this year has focused on flood defenses, happy to share findings. #ClimateAction cc @urbannow3789_49",en,Twitter for Android,Climate Denial Debate,9,3,12,1
1700000000000019110,900000000000002877,2024-08-01 17:55:00,Kids today deserve better answers on the youth climate movement. #Sustainability #GreenTech,en,Twitter Web App,Renewable Energy,3,2,17,1
1700000000000019201,900000000000001370,2024-08-13 03:11:00,@sunnyaction8977_47 Great panel discussion today on extreme weather at the summit. #Environment #Sustainability,es,TweetDeck,Corporate Sustainability,5,2,25,17
1700000000000019292,900000000000003836,2024-08-22 11:08:00,"Skeptical of the latest claims about renewable energy adoption, needs more data. #RenewableEnergy",es,TweetDeck,Climate Denial Debate,3,2,8,1
1700000000000019383,900000000000002055,2024-08-16 07:45:00,RT @polarzone9017_20: Proud to see my city investing in climate policy. #GreenTech cc @greenpost1747_45,fr,TweetDeck,Climate Denial Debate,4,7,9,2
1700000000000019474,900000000000002329,2024-08-13 08:46:00,RT @wildpost6756_34: Can we talk about how renewable energy adoption affects everyday people? #ClimateJustice #COP cc @urbanaction2089_32,de,Twitter for iPhone,Renewable Energy,,,,
1700000000000019565,900000000000006028,2024-09-04 15:41:00,New report shows flood defenses is accelerating faster than expected. #ClimateJustice #ClimateChange cc @carbondaily5068_40,fr,Twitter for Android,Carbon Emissions,4,2,27,2
1700000000000019656,900000000000002329,2024-08-11 16:08:00,Great panel discussion today on the youth climate movement at the summit. #RenewableEnergy cc @carbontalks5181_26,en,Twitter for Android,Climate Activism,,,,
1700000000000019747,900000000000004658,2024-08-03 21:13:00,Great panel discussion today on carbon emissions at the summit. #ClimateCrisis #COP,en,Twitter Web App,Climate Policy,10,2,64,3
1700000000000019838,900000000000000822,2024-09-03 08:24:00,@wildreport9325_41 Small businesses are adapting fast when it comes to green technology. #ClimateJustice #NetZero cc @gridaction6736_18,de,TweetDeck,Extreme Weather,,,,
1700000000000019929,900000000000002192,2024-08-10 05:10:00,@urbanaction2089_32 Op-ed: what we're getting wrong about flood defenses. #Sustainability cc @windycollective7008_31,en,Twitter for Android,Renewable Energy,,,,
1700000000000020020,900000000000002329,2024-09-11 13:01:00,Why isn't wildlife conservation getting more attention from policymakers?,en,Twitter for Android,Climate Activism,,,,
1700000000000020111,900000000000000959,2024-09-10 00:56:00,"@windylab453_37 Just read a great thread on carbon emissions, worth your time. #Sustainability",fr,TweetDeck,Climate Denial Debate,6,2,8,1
1700000000000020202,900000000000001096,2024-08-22 14:38:00,"@windycircle3229_39 Just read a great thread on flood defenses, worth your time. #Environment",es,TweetDeck,Corporate Sustainability,3,2,8,1
1700000000000020293,900000000000005480,2024-08-09 19:34:00,"@solardesk4890_11 This graph on flood defenses is wild, take a look. #Environment",fr,Twitter for iPhone,Green Technology,17,5,19,1
1700000000000020384,900000000000004384,2024-09-17 22:36:00,"Another heatwave, another reminder about wildlife conservation.",en,TweetDeck,Carbon Emissions,3,3,9,3
1700000000000020475,900000000000001507,2024-08-14 22:51:00,"My research this year has focused on carbon emissions, happy to share findings. #ClimateAction",en,TweetDeck,Corporate Sustainability,4,2,19,1
1700000000000020566,900000000000003151,2024-08-17 09:36:00,@climatetalks6791_44 Kids today deserve better answers on extreme weather. #Environment,en,TweetDeck,Extreme Weather,7,5,39,1
1700000000000020657,900000000000005069,2024-09-10 00:51:00,RT @wildvoice9750_24: Can we talk about how corporate sustainability pledges affects everyday people? cc @ecohub526_6 cc @climatevoice7963_13,en,Twitter Web App,Extreme Weather,3,12,12,1
1700000000000020748,900000000000000548,2024-09-08 01:49:00,Kids today deserve better answers on corporate sustainability pledges.,fr,TweetDeck,Climate Denial Debate,,,,
1700000000000020839,900000000000000000,2024-08-24 07:41:00,Local government just announced new funding for carbon emissions. cc @wildpost6756_34 cc @solarhub3140_19,en,TweetDeck,Wildlife & Conservation,3,121,28,1
1700000000000020930,900000000000003288,2024-09-07 11:22:00,"My research this year has focused on renewable energy adoption, happy to share findings. cc @sunnytalks3920_48",de,Twitter for iPhone,Youth Climate Movement,3,3,9,5
1700000000000021021,900000000000001507,2024-08-17 17:52:00,RT @urbanaction2089_32: Why isn't the youth climate movement getting more attention from policymakers? #COP,fr,Twitter Web App,Extreme Weather,3,3,11,1
1700000000000021112,900000000000006439,2024-08-25 20:50:00,"This graph on flood defenses is wild, take a look.",de,Twitter for iPhone,Corporate Sustainability,7,2,10,6
1700000000000021203,900000000000004384,2024-08-23 06:57:00,Honestly tired of hearing about renewable energy adoption without any real action. #GreenTech #Sustainability,es,Twitter for Android,Extreme Weather,3,5,73,1
1700000000000021294,900000000000004658,2024-09-01 19:00:00,RT @oceantalks7239_42: @earthdaily9939_14 Local government just announced new funding for extreme weather. cc @climatevoice7963_13,fr,Twitter Web App,Climate Denial Debate,5,2,13,1
1700000000000021385,900000000000002603,2024-09-02 11:25:00,@bluedaily2168_17 Kids today deserve better answers on extreme weather. #Environment cc @gridzone9174_33,de,Twitter for iPhone,Green Technology,9,3,8,1
1700000000000021476,900000000000000000,2024-08-16 08:30:00,RT @greenvoice965_16: Proud to see my city investing in renewable energy adoption. #ClimateJustice,de,Twitter Web App,Green Technology,4,2,12,1
1700000000000021567,900000000000005754,2024-09-16 08:51:00,"Just read a great thread on flood defenses, worth your time. #ClimateJustice",en,TweetDeck,Climate Activism,4,2,9,7
1700000000000021658,900000000000005343,2024-09-16 10:50:00,"This graph on climate policy is wild, take a look.",en,Twitter for iPhone,Climate Activism,3,8,8,1
1700000000000021749,900000000000001370,2024-09-29 08:22:00,Small businesses are adapting fast when it comes to renewable energy adoption. #GreenTech #GreenTech,en,Twitter for Android,Youth Climate Movement,3,8,125,1
1700000000000021840,900000000000006576,2024-08-19 14:40:00,Great panel discussion today on the youth climate movement at the summit. #ClimateCrisis,de,TweetDeck,Youth Climate Movement,14,4,72,1
1700000000000021931,900000000000005754,2024-09-08 20:25:00,"Just read a great thread on climate activism, worth your time. #GreenTech",en,TweetDeck,Climate Denial Debate,4,8,11,1
1700000000000022022,900000000000001096,2024-09-29 15:35:00,RT @carbonvoice3815_4: @sunnyaction8977_47 @stormreport7669_9 Local government just announced new funding for green technology.,en,Twitter for Android,Youth Climate Movement,9,3,799,1
1700000000000022113,900000000000000548,2024-09-12 11:55:00,RT @bluezone5515_2: @climateaction9563_25 Local government just announced new funding for extreme weather. cc @polarzone9017_20,de,TweetDeck,Climate Denial Debate,,,,
1700000000000022204,900000000000006439,2024-09-26 18:27:00,@bluedaily2168_17 Can we talk about how wildlife conservation affects everyday people? #Environment #ClimateJustice,en,TweetDeck,Renewable Energy,6,2,11,1
1700000000000022295,900000000000001918,2024-08-23 09:30:00,"Just read a great thread on green technology, worth your time. #Environment",en,Twitter Web App,Wildlife & Conservation,7,3,25,1
1700000000000022386,900000000000003425,2024-09-11 12:53:00,@futurewatch3165_36 Great panel discussion today on extreme weather at the summit. #Environment,en,Twitter Web App,Youth Climate Movement,3,2,10,2
1700000000000022477,900000000000001644,2024-08-29 08:44:00,@gridaction6736_18 Kids today deserve better answers on extreme weather. #COP,es,Twitter for iPhone,Climate Activism,3,2,8,1
1700000000000022568,900000000000001644,2024-08-20 15:23:00,"This graph on carbon emissions is wild, take a look. #Sustainability #RenewableEnergy",en,Twitter Web App,Climate Policy,10,2,37,6
1700000000000022659,900000000000005069,2024-08-08 22:15:00,"This graph on climate policy is wild, take a look. #COP",en,Twitter for Android,Renewable Energy,51,2,614,1
1700000000000022750,900000000000002466,2024-09-10 09:12:00,RT @ecovoice6940_30: Op-ed: what we're getting wrong about climate activism. #ClimateChange cc @polarzone9017_20,en,Twitter for Android,Climate Policy,,,,
1700000000000022841,900000000000006439,2024-08-16 00:02:00,Kids today deserve better answers on climate activism. #COP,es,Twitter for Android,Extreme Weather,7,4,9,2
1700000000000022932,900000000000002603,2024-08-21 17:50:00,RT @earthdaily9939_14: Op-ed: what we're getting wrong about carbon emissions. #Sustainability cc @polarnews6931_22,es,Twitter Web App,Wildlife & Conservation,4,9,24,1
1700000000000023023,900000000000004658,2024-09-01 06:36:00,New report shows wildlife conservation is accelerating faster than expected.,en,Twitter for Android,Corporate Sustainability,4,5,10,3
1700000000000023114,900000000000000411,2024-08-12 00:39:00,Honestly tired of hearing about green technology without any real action. #ClimateCrisis #Environment,fr,TweetDeck,Corporate Sustainability,9,2,23,1
1700000000000023205,900000000000001233,2024-08-05 01:53:00,"@futurewatch3165_36 Just read a great thread on flood defenses, worth your time. #NetZero",de,TweetDeck,Climate Policy,3,2,8,1
1700000000000023296,900000000000003973,2024-08-14 20:31:00,@greenpost1747_45 Proud to see my city investing in green technology. #RenewableEnergy,de,Twitter Web App,Wildlife & Conservation,11,3,18,1
1700000000000023387,900000000000005206,2024-09-03 03:06:00,RT @climatevoice7963_13: Proud to see my city investing in green technology. #ClimateAction,fr,TweetDeck,Climate Activism,5,2,14,1
1700000000000023478,900000000000004795,2024-09-05 12:32:00,@windylab453_37 Great panel discussion today on wildlife conservation at the summit.,en,Twitter Web App,Green Technology,3,201,13,1
1700000000000023569,900000000000005754,2024-08-14 12:49:00,"RT @wildpost6756_34: Skeptical of the latest claims about corporate sustainability pledges, needs more data.",en,Twitter for iPhone,Climate Policy,8,2,13,7
1700000000000023660,900000000000006576,2024-09-14 08:58:00,"@gridzone9174_33 Just read a great thread on green technology, worth your time. #RenewableEnergy #GreenTech",en,Twitter for Android,Green Technology,5,12,9,1
1700000000000023751,900000000000000959,2024-08-14 23:04:00,Proud to see my city investing in extreme weather. #COP #NetZero,fr,Twitter for iPhone,Youth Climate Movement,10,2,34,2
1700000000000023842,900000000000003425,2024-09-26 13:26:00,"My research this year has focused on flood defenses, happy to share findings. #ClimateChange",de,TweetDeck,Climate Policy,3,5,25,3
1700000000000023933,900000000000000411,2024-08-26 14:48:00,@leaftalks7887_21 Can we talk about how flood defenses affects everyday people? #Environment,es,Twitter Web App,Climate Activism,5,2,10,1
1700000000000024024,900000000000000548,2024-08-31 17:12:00,RT @urbandaily8086_8: Can we talk about how corporate sustainability pledges affects everyday people? #NetZero cc @solarpost6202_3,en,Twitter for Android,Youth Climate Movement,,,,
1700000000000024115,900000000000003151,2024-08-28 11:22:00,@gridtalks8480_15 Local government just announced new funding for renewable energy adoption. #NetZero cc @wildpost6756_34,en,TweetDeck,Green Technology,4,4,27,1
1700000000000024206,900000000000003699,2024-08-16 19:59:00,RT @solarpost6202_3: Op-ed: what we're getting wrong about extreme weather. #GreenTech #ClimateAction,en,Twitter for iPhone,Carbon Emissions,,,,
1700000000000024297,900000000000002192,2024-09-18 08:35:00,"@polarzone9017_20 This graph on wildlife conservation is wild, take a look. #RenewableEnergy",en,Twitter for iPhone,Climate Activism,,,,
1700000000000024388,900000000000002192,2024-08-01 02:24:00,@bluezone5515_2 Honestly tired of hearing about climate policy without any real action. #RenewableEnergy cc @wildpost6756_34,es,Twitter for iPhone,Green Technology,,,,
1700000000000024479,900000000000000000,2024-09-02 14:35:00,RT @sunnypost10_12: @oceantalks7239_42 Local government just announced new funding for corporate sustainability pledges. #ClimateAction cc @climateaction9563_25,de,Twitter for Android,Wildlife & Conservation,3,2,14,1
1700000000000024570,900000000000000000,2024-09-26 00:35:00,"Skeptical of the latest claims about green technology, needs more data. #Environment #ClimateChange cc @windywatch5139_23",de,Twitter for Android,Wildlife & Conservation,3,2,12,1
1700000000000024661,900000000000002329,2024-08-13 04:19:00,Honestly tired of hearing about flood defenses without any real action. #Environment #Sustainability cc @planetzone8667_28,es,Twitter for Android,Corporate Sustainability,,,,
1700000000000024752,900000000000002329,2024-09-23 04:46:00,RT @polarzone9017_20: Op-ed: what we're getting wrong about flood defenses. cc @stormreport7669_9 cc @oceantalks7239_42,en,TweetDeck,Green Technology,,,,
1700000000000024843,900000000000006439,2024-09-09 08:38:00,"RT @windycircle3229_39: My research this year has focused on green technology, happy to share findings. #RenewableEnergy #Sustainability",en,Twitter for Android,Climate Denial Debate,3,2,21,1
1700000000000024934,900000000000002603,2024-08-27 00:59:00,"RT @bluezone5515_2: @solartalks2185_46 Skeptical of the latest claims about climate activism, needs more data. #NetZero",en,Twitter for Android,Renewable Energy,4,5,324,2
1700000000000025025,900000000000006302,2024-09-22 12:46:00,"@windycircle3229_39 My research this year has focused on climate activism, happy to share findings. cc @windycollective7008_31",en,Twitter for iPhone,Youth Climate Movement,,,,
1700000000000025116,900000000000002740,2024-09-17 01:35:00,Small businesses are adapting fast when it comes to carbon emissions. #Environment,en,Twitter Web App,Carbon Emissions,9,20,9,1
1700000000000025207,900000000000002329,2024-09-11 14:05:00,Proud to see my city investing in carbon emissions.,fr,Twitter for Android,Renewable Energy,,,,
1700000000000025298,900000000000005069,2024-08-06 08:20:00,"RT @windynow4463_29: Just read a great thread on corporate sustainability pledges, worth your time. #ClimateCrisis #ClimateCrisis cc @greenpost1747_45 cc @wildpost6756_34",es,TweetDeck,Renewable Energy,18,6,22,1
1700000000000025389,900000000000003699,2024-08-11 12:35:00,"My research this year has focused on corporate sustainability pledges, happy to share findings.",en,Twitter Web App,Climate Activism,,,,
1700000000000025480,900000000000003151,2024-08-29 09:40:00,"@stormreport7669_9 Just read a great thread on climate policy, worth your time. #ClimateChange",en,TweetDeck,Climate Policy,17,20,8,2
1700000000000025571,900000000000002603,2024-08-31 14:26:00,"RT @oceantalks7239_42: Another heatwave, another reminder about carbon emissions.",en,Twitter for Android,Corporate Sustainability,6,2,47,1
1700000000000025662,900000000000000274,2024-08-20 10:58:00,"Skeptical of the latest claims about climate activism, needs more data. #ClimateChange",en,Twitter for Android,Youth Climate Movement,3,74,9,1
1700000000000025753,900000000000006439,2024-09-18 13:53:00,Op-ed: what we're getting wrong about carbon emissions. #COP cc @windywatch5139_23,en,TweetDeck,Corporate Sustainability,3,2,21,1
1700000000000025844,900000000000002740,2024-09-29 22:18:00,@carbondaily5068_40 New report shows renewable energy adoption is accelerating faster than expected. #Environment,en,TweetDeck,Climate Activism,12,2,16,1
1700000000000025935,900000000000002740,2024-08-30 20:50:00,"RT @windyaction3612_1: Another heatwave, another reminder about climate policy. #COP cc @urbanaction2089_32",en,Twitter Web App,Green Technology,12,6,2502,1
1700000000000026026,900000000000003151,2024-08-21 00:07:00,"@windyvoice9675_0 Skeptical of the latest claims about extreme weather, needs more data. #ClimateAction",es,Twitter for Android,Climate Activism,4,5,17,1
1700000000000026117,900000000000002055,2024-08-31 04:40:00,"Skeptical of the latest claims about wildlife conservation, needs more data.",en,Twitter Web App,Climate Policy,14,10,13,2
1700000000000026208,900000000000003151,2024-08-10 08:53:00,Can we talk about how carbon emissions affects everyday people? #GreenTech cc @futurewatch3165_36,en,Twitter for Android,Wildlife & Conservation,70,4,37,1
1700000000000026299,900000000000003425,2024-08-20 06:33:00,"@solarhub3140_19 @urbannow3789_49 My research this year has focused on climate activism, happy to share findings. #ClimateAction",en,Twitter for iPhone,Climate Denial Debate,3,5,28,4
1700000000000026390,900000000000005206,2024-09-22 16:43:00,@sunnypost10_12 Great panel discussion today on wildlife conservation at the summit. cc @stormreport7669_9,de,Twitter for iPhone,Renewable Energy,3,2,12,3
1700000000000026481,900000000000001918,2024-08-07 16:49:00,Small businesses are adapting fast when it comes to flood defenses.,es,Twitter for Android,Green Technology,4,3,10,4
1700000000000026572,900000000000001233,2024-08-01 19:35:00,Great panel discussion today on wildlife conservation at the summit. #Sustainability,en,Twitter for Android,Carbon Emissions,3,2,11,1
1700000000000026663,900000000000001096,2024-08-04 03:24:00,Op-ed: what we're getting wrong about climate activism. #ClimateChange #ClimateCrisis,en,Twitter Web App,Climate Denial Debate,4,2,17,1
1700000000000026754,900000000000001918,2024-09-14 14:06:00,"@solartalks2185_46 Another heatwave, another reminder about the youth climate movement. #ClimateCrisis",en,Twitter for Android,Extreme Weather,7,4,13,1
1700000000000026845,900000000000005891,2024-08-30 15:01:00,Kids today deserve better answers on climate policy. cc @windywatch5139_23,en,Twitter for Android,Green Technology,3,3,37,1
1700000000000026936,900000000000002740,2024-08-26 18:26:00,"My research this year has focused on renewable energy adoption, happy to share findings. #ClimateAction",en,TweetDeck,Extreme Weather,3,2,13,1
1700000000000027027,900000000000005069,2024-09-15 18:53:00,"Another heatwave, another reminder about climate activism. #RenewableEnergy #ClimateAction",en,Twitter Web App,Climate Activism,5,3,15,2
1700000000000027118,900000000000006439,2024-09-12 01:05:00,Why isn't flood defenses getting more attention from policymakers?,en,Twitter for Android,Climate Activism,3,3,25,2
1700000000000027209,900000000000002329,2024-09-06 21:19:00,Proud to see my city investing in flood defenses. #RenewableEnergy,de,Twitter Web App,Wildlife & Conservation,,,,
1700000000000027300,900000000000006713,2024-08-04 00:45:00,@windycircle3229_39 Can we talk about how corporate sustainability pledges affects everyday people?,en,TweetDeck,Wildlife & Conservation,57,2,10,1
1700000000000027391,900000000000003699,2024-09-29 11:53:00,@climateaction9563_25 Kids today deserve better answers on corporate sustainability pledges. #Sustainability,en,Twitter for Android,Carbon Emissions,,,,
1700000000000027482,900000000000000959,2024-08-09 02:08:00,New report shows climate policy is accelerating faster than expected.,es,Twitter for Android,Wildlife & Conservation,4,3,29,1
1700000000000027573,900000000000002329,2024-09-24 23:15:00,RT @windycollective7008_31: Small businesses are adapting fast when it comes to wildlife conservation. #RenewableEnergy #ClimateJustice,es,TweetDeck,Carbon Emissions,,,,
1700000000000027664,900000000000006302,2024-09-16 16:54:00,RT @solartalks2185_46: New report shows flood defenses is accelerating faster than expected. #GreenTech #ClimateCrisis cc @bluezone5515_2,de,TweetDeck,Carbon Emissions,,,,
